ID,Age,Experience,Income,ZIPCode,Family,CCAvg,Education,Mortgage,Personal_Loan,Securities_Account,CD_Account,Online,CreditCard,Age_Group,major_city,state
314,34,9,41,93720,3,2.3,1,0,0,0,0,0,1,30-39,Fresno,CA
315,63,37,45,93437,2,0.7,3,0,0,0,0,1,0,60-69,Lompoc,CA
316,24,2,51,90630,3,0.3,3,0,0,0,0,1,0,20-29,Cypress,CA
317,57,31,165,95054,1,1.6,2,0,1,0,0,1,0,50-59,Santa Clara,CA
318,40,16,119,91335,2,4.2,2,0,1,0,0,1,0,40-49,Reseda,CA
319,27,2,110,95670,4,1.8,3,190,0,0,0,1,0,20-29,Rancho Cordova,CA
320,65,39,20,90034,3,0.7,2,0,0,0,0,0,1,60-69,Los Angeles,CA
321,60,34,64,90266,1,0.8,2,248,0,0,0,0,0,60-69,Manhattan Beach,CA
322,44,20,101,92717,3,4.4,2,82,1,0,0,0,0,40-49,Unknown City,Unknown State
323,63,39,101,92007,1,3.9,1,0,1,1,1,1,0,60-69,Cardiff By The Sea,CA
324,59,34,99,90034,1,4.4,1,0,1,0,0,0,0,50-59,Los Angeles,CA
325,56,30,158,90089,4,6.1,1,0,1,0,0,0,0,50-59,Los Angeles,CA
326,54,28,89,95039,1,1.9,2,0,0,0,0,1,1,50-59,Moss Landing,CA
327,52,27,80,95616,1,1.3,3,0,0,0,1,1,1,50-59,Davis,CA
328,58,32,114,91330,2,2.0,1,402,0,0,0,1,0,50-59,Northridge,CA
329,60,35,49,94110,3,0.5,2,0,0,0,0,1,1,60-69,San Francisco,CA
330,28,4,191,90064,1,6.33,1,0,0,0,0,1,0,20-29,Los Angeles,CA
331,54,30,78,92374,4,1.0,2,0,0,0,0,1,0,50-59,Redlands,CA
332,32,6,28,94115,3,1.0,1,0,0,0,0,0,0,30-39,San Francisco,CA
333,59,33,42,95630,1,0.8,2,0,0,0,0,1,0,50-59,Folsom,CA
334,63,38,140,92407,1,2.5,1,0,0,0,0,0,0,60-69,San Bernardino,CA
335,48,23,45,95053,1,1.3,2,0,0,0,0,1,0,40-49,Santa Clara,CA
336,56,32,122,95827,2,0.3,1,360,0,0,1,1,1,50-59,Sacramento,CA
337,36,12,65,95051,3,2.6,2,0,0,0,0,1,0,30-39,Santa Clara,CA
338,57,27,68,94117,1,1.4,3,0,0,0,0,1,0,50-59,San Francisco,CA
339,29,3,153,93657,2,2.0,1,392,0,0,0,0,0,20-29,Sanger,CA
340,39,13,89,92110,4,1.4,2,0,0,0,0,0,0,30-39,San Diego,CA
341,59,34,91,93524,1,2.6,1,0,0,0,0,1,1,50-59,Edwards,CA
342,31,6,55,92038,4,2.0,2,185,0,0,0,1,0,30-39,La Jolla,CA
343,43,19,118,91304,2,3.3,1,0,0,0,0,0,1,40-49,Canoga Park,CA
344,35,5,22,93407,1,0.67,3,103,0,0,0,0,0,30-39,San Luis Obispo,CA
345,54,24,63,92606,3,1.4,3,138,0,0,0,1,1,50-59,Irvine,CA
346,51,27,12,92192,4,0.5,2,78,0,1,0,1,0,50-59,San Diego,CA
347,44,19,50,90745,3,2.7,2,0,0,0,0,1,0,40-49,Carson,CA
348,25,0,43,94305,2,1.6,3,0,0,1,1,1,1,20-29,Stanford,CA
349,40,15,173,95060,4,6.6,1,0,1,0,1,1,1,40-49,Santa Cruz,CA
350,26,2,60,93407,2,3.0,1,132,1,0,0,0,0,20-29,San Luis Obispo,CA
351,39,14,113,94301,1,1.0,3,0,0,1,0,1,0,30-39,Palo Alto,CA
352,28,4,155,92182,4,5.3,2,0,1,0,0,1,0,20-29,San Diego,CA
353,52,28,91,92692,4,1.0,2,0,0,0,0,0,1,50-59,Mission Viejo,CA
354,53,29,55,95818,4,1.1,2,0,0,0,0,1,0,50-59,Sacramento,CA
355,44,20,173,90277,2,1.4,1,419,0,0,0,1,0,40-49,Redondo Beach,CA
356,43,19,71,92101,3,0.3,3,0,0,0,0,0,1,40-49,San Diego,CA
357,56,30,24,94704,2,0.4,3,88,0,0,0,0,0,50-59,Berkeley,CA
358,38,14,42,94610,1,2.0,2,81,0,0,0,1,0,30-39,Oakland,CA
359,30,6,141,94539,2,4.33,1,0,0,0,0,1,0,30-39,Fremont,CA
360,32,6,32,93106,1,1.9,3,0,0,0,0,1,0,30-39,Santa Barbara,CA
361,35,10,55,94539,4,1.3,1,0,0,0,0,0,0,30-39,Fremont,CA
362,43,19,153,90254,2,7.5,1,0,0,0,0,1,0,40-49,Hermosa Beach,CA
363,58,32,113,94590,2,1.4,1,270,0,0,0,0,1,50-59,Vallejo,CA
364,25,0,30,92691,2,1.7,2,0,0,0,0,0,0,20-29,Mission Viejo,CA
365,54,24,29,92028,3,1.0,3,148,0,0,0,0,1,50-59,Fallbrook,CA
366,57,32,174,90089,1,6.8,2,466,1,0,0,1,0,50-59,Los Angeles,CA
367,50,24,35,92717,1,0.3,3,0,0,0,0,1,0,50-59,Unknown City,Unknown State
368,32,8,98,95054,2,2.0,2,175,0,0,0,1,0,30-39,Santa Clara,CA
369,63,37,30,92054,2,1.0,3,159,0,0,0,1,0,60-69,Oceanside,CA
370,31,6,58,95051,2,2.5,1,0,0,0,0,0,1,30-39,Santa Clara,CA
371,36,12,25,92101,4,1.0,1,147,0,0,0,0,0,30-39,San Diego,CA
372,58,34,19,92029,4,0.7,1,0,0,0,0,0,0,50-59,Escondido,CA
373,56,30,44,93105,4,0.7,2,174,0,0,0,1,0,50-59,Santa Barbara,CA
374,49,25,20,90291,4,1.0,1,111,0,0,0,1,1,40-49,Venice,CA
375,30,5,98,91941,2,3.1,1,220,0,0,0,1,0,30-39,La Mesa,CA
376,33,7,90,92346,3,1.6,1,0,0,0,0,1,0,30-39,Highland,CA
377,45,21,61,94304,3,0.7,1,0,0,0,0,0,0,40-49,Palo Alto,CA
378,30,5,40,94402,4,2.0,2,0,0,0,0,1,0,30-39,San Mateo,CA
379,47,23,38,94618,2,2.1,3,0,0,0,0,0,0,40-49,Oakland,CA
380,25,0,28,92093,2,1.7,2,0,0,0,0,0,0,20-29,La Jolla,CA
381,63,33,34,94305,1,1.5,3,0,0,0,0,1,1,60-69,Stanford,CA
382,55,29,73,95616,2,2.3,3,0,0,0,0,1,1,50-59,Davis,CA
383,65,41,133,94904,4,2.0,1,0,1,0,0,0,1,60-69,Greenbrae,CA
384,44,18,53,94608,1,0.2,1,0,0,0,0,1,0,40-49,Emeryville,CA
385,51,25,21,93077,4,0.6,3,0,0,0,0,1,1,50-59,Unknown City,Unknown State
386,35,9,40,93943,3,0.9,1,0,0,0,0,1,0,30-39,Monterey,CA
387,30,5,41,95051,4,1.7,2,0,0,0,0,1,0,30-39,Santa Clara,CA
388,31,5,82,95482,4,1.8,2,0,0,0,0,1,0,30-39,Ukiah,CA
389,54,30,100,95814,4,3.4,3,0,1,0,0,0,0,50-59,Sacramento,CA
390,45,20,155,90024,1,7.0,1,0,0,0,0,1,1,40-49,Los Angeles,CA
391,45,19,45,92521,1,0.2,1,0,0,0,0,1,0,40-49,Riverside,CA
392,58,32,9,94080,3,0.3,3,0,0,0,0,0,1,50-59,South San Francisco,CA
393,54,29,48,91709,4,1.8,3,0,0,0,0,1,0,50-59,Chino Hills,CA
394,53,28,18,90095,4,0.1,3,109,0,1,1,1,1,50-59,Los Angeles,CA
395,33,9,80,91311,4,3.4,1,0,0,0,0,1,1,30-39,Chatsworth,CA
396,60,35,64,94509,2,2.8,1,0,0,0,0,0,0,60-69,Antioch,CA
397,50,24,29,93023,4,0.1,1,0,0,0,0,0,0,50-59,Ojai,CA
398,26,2,48,90503,3,0.7,2,0,0,0,0,1,0,20-29,Torrance,CA
399,54,30,23,94608,2,0.4,1,0,0,0,0,0,0,50-59,Emeryville,CA
400,28,3,84,90024,4,0.2,1,0,0,0,0,1,1,20-29,Los Angeles,CA
401,36,10,179,94542,3,6.6,1,0,1,0,0,1,0,30-39,Hayward,CA
402,29,2,30,95747,4,1.5,2,112,0,0,0,0,1,20-29,Roseville,CA
403,54,28,93,91604,1,4.9,1,133,0,0,1,1,1,50-59,Studio City,CA
404,55,30,39,92647,2,1.9,2,0,0,0,0,0,0,50-59,Huntington Beach,CA
405,61,36,60,92866,3,0.5,2,182,0,0,0,0,0,60-69,Orange,CA
406,36,11,133,90245,1,3.8,1,290,0,1,1,1,1,30-39,El Segundo,CA
407,45,19,125,92354,1,2.4,1,0,0,0,0,0,0,40-49,Loma Linda,CA
408,64,40,58,93437,1,1.8,3,0,0,0,0,1,0,60-69,Lompoc,CA
409,60,36,89,91745,2,2.8,1,0,0,0,0,1,0,60-69,Hacienda Heights,CA
410,49,22,82,90019,1,2.67,2,125,0,0,0,1,0,40-49,Los Angeles,CA
411,47,23,110,94111,2,3.3,1,0,0,0,0,1,1,40-49,San Francisco,CA
412,60,36,54,92182,4,2.3,3,0,0,1,0,0,0,60-69,San Diego,CA
413,45,20,89,93311,4,1.9,3,0,0,0,0,1,0,40-49,Bakersfield,CA
414,32,7,42,92407,3,2.3,1,0,0,0,0,1,0,30-39,San Bernardino,CA
415,52,28,41,94309,3,1.9,2,0,0,0,0,0,1,50-59,Palo Alto,CA
416,35,8,38,93106,4,1.0,2,124,0,0,0,1,0,30-39,Santa Barbara,CA
417,40,15,85,94304,2,0.4,1,0,0,0,0,1,0,40-49,Palo Alto,CA
418,53,29,83,90073,4,1.0,2,0,0,0,0,1,0,50-59,Los Angeles,CA
419,27,0,33,90089,4,1.0,3,0,0,0,0,0,0,20-29,Los Angeles,CA
420,58,33,50,94501,4,2.1,1,0,0,0,0,0,1,50-59,Alameda,CA
421,47,22,58,93105,4,3.6,3,0,0,0,0,1,1,40-49,Santa Barbara,CA
422,28,3,115,92333,4,3.1,2,0,1,0,0,0,0,20-29,Fawnskin,CA
423,46,20,145,91380,2,6.3,1,0,0,1,1,1,0,40-49,Santa Clarita,CA
424,43,19,161,95616,2,7.5,1,0,0,0,0,0,0,40-49,Davis,CA
425,56,30,38,92029,1,0.2,1,0,0,0,0,0,0,50-59,Escondido,CA
426,28,3,28,90505,4,0.8,1,0,0,0,0,1,0,20-29,Torrance,CA
427,42,18,75,92182,3,2.33,1,0,0,0,0,0,1,40-49,San Diego,CA
428,32,7,35,92521,3,1.3,1,116,0,0,0,0,1,30-39,Riverside,CA
429,62,38,24,94720,2,1.0,1,116,0,0,0,0,1,60-69,Berkeley,CA
430,37,13,78,94998,4,0.1,2,0,0,0,0,1,0,30-39,Novato,CA
431,51,26,113,94086,1,1.3,3,161,0,0,0,1,0,50-59,Sunnyvale,CA
432,39,13,75,94305,3,2.1,1,224,0,0,0,1,0,30-39,Stanford,CA
433,43,17,91,91311,1,5.7,1,0,0,0,0,1,0,40-49,Chatsworth,CA
434,52,28,31,91330,4,0.2,1,141,0,0,0,1,1,50-59,Northridge,CA
435,30,6,45,95819,1,1.8,2,0,0,0,0,1,0,30-39,Sacramento,CA
436,52,26,80,94709,3,0.8,1,0,0,0,0,0,0,50-59,Berkeley,CA
437,61,35,50,92122,3,1.4,3,112,0,0,0,1,0,60-69,San Diego,CA
438,36,9,31,95825,4,1.0,2,0,0,1,0,1,0,30-39,Sacramento,CA
439,58,32,113,93943,2,3.8,2,119,1,0,1,1,1,50-59,Monterey,CA
440,47,23,29,94304,4,0.6,1,0,0,0,0,1,0,40-49,Palo Alto,CA
441,64,39,59,92626,2,1.5,1,139,0,0,0,1,0,60-69,Costa Mesa,CA
442,52,27,43,93555,1,1.3,2,0,0,1,0,1,0,50-59,Ridgecrest,CA
443,58,28,122,95136,1,3.0,3,115,1,0,0,1,0,50-59,San Jose,CA
444,48,24,29,90509,1,1.0,1,0,0,0,0,0,0,40-49,Torrance,CA
445,64,40,91,93106,2,0.0,3,0,0,0,0,1,1,60-69,Santa Barbara,CA
446,58,32,65,94590,3,2.2,3,0,0,0,0,1,0,50-59,Vallejo,CA
447,47,23,22,93108,1,1.0,1,0,0,0,0,0,1,40-49,Santa Barbara,CA
448,49,23,71,95134,1,1.4,3,0,0,0,0,0,0,40-49,San Jose,CA
449,31,4,60,94588,4,2.0,2,0,0,0,0,1,1,30-39,Pleasanton,CA
450,61,37,60,91706,3,2.0,3,0,0,0,0,1,0,60-69,Baldwin Park,CA
451,51,25,69,95747,1,0.3,1,0,0,0,0,1,1,50-59,Roseville,CA
452,28,2,48,94132,2,1.75,3,89,0,0,0,1,0,20-29,San Francisco,CA
453,39,13,21,94022,3,0.2,2,0,0,0,0,0,0,30-39,Los Altos,CA
454,54,28,53,92109,4,2.8,2,0,0,1,0,0,0,50-59,San Diego,CA
455,50,24,29,94110,3,0.9,3,0,0,0,0,0,0,50-59,San Francisco,CA
456,30,4,60,91107,4,2.2,2,0,0,0,0,1,0,30-39,Pasadena,CA
457,64,39,42,92068,3,0.5,2,116,0,0,0,1,0,60-69,San Luis Rey,CA
458,29,3,69,94303,3,0.3,3,0,0,0,0,0,0,20-29,Palo Alto,CA
459,48,24,20,95841,1,1.0,1,0,0,0,0,1,1,40-49,Sacramento,CA
460,35,10,200,91107,2,3.0,1,458,0,0,0,0,0,30-39,Pasadena,CA
461,60,36,141,90277,2,2.1,1,0,0,0,0,1,1,60-69,Redondo Beach,CA
462,55,30,81,92123,2,3.7,1,0,0,1,0,0,0,50-59,San Diego,CA
463,29,4,183,91423,3,8.3,3,0,1,0,0,1,0,20-29,Sherman Oaks,CA
464,48,22,149,94928,2,5.5,2,0,1,1,1,1,0,40-49,Rohnert Park,CA
465,43,19,83,94305,4,3.6,3,0,1,0,0,0,1,40-49,Stanford,CA
466,66,42,35,94305,1,1.9,2,172,0,0,0,1,0,60-69,Stanford,CA
467,25,0,13,91342,2,0.9,3,0,0,0,0,1,0,20-29,Sylmar,CA
468,45,20,39,90232,1,2.4,1,0,0,0,0,0,1,40-49,Culver City,CA
469,34,10,21,92634,1,0.5,3,0,0,0,0,1,0,30-39,Unknown City,Unknown State
470,48,23,10,94609,2,0.7,3,0,0,0,0,1,1,40-49,Oakland,CA
471,32,6,84,91006,4,1.8,2,0,0,0,0,0,0,30-39,Arcadia,CA
472,50,24,30,91768,4,0.1,1,161,0,0,0,1,1,50-59,Pomona,CA
473,43,19,31,90007,4,0.3,1,156,0,0,0,1,0,40-49,Los Angeles,CA
474,64,39,182,93955,1,1.2,2,547,1,0,0,1,0,60-69,Seaside,CA
475,60,34,114,90028,2,6.9,1,0,0,0,0,1,0,60-69,Los Angeles,CA
476,43,19,152,92008,3,6.1,2,0,1,0,0,0,0,40-49,Carlsbad,CA
477,60,34,53,92717,1,0.8,2,0,0,1,0,0,1,60-69,Unknown City,Unknown State
478,64,39,24,95112,4,0.4,2,78,0,0,0,1,0,60-69,San Jose,CA
479,44,20,150,95060,2,3.3,1,0,0,0,0,0,1,40-49,Santa Cruz,CA
480,60,36,132,92154,2,6.0,1,470,0,0,0,1,1,60-69,San Diego,CA
481,54,29,68,94998,3,1.6,3,0,0,0,0,1,1,50-59,Novato,CA
482,33,9,53,94063,1,1.2,1,0,0,0,0,0,1,30-39,Redwood City,CA
483,56,32,173,94022,1,4.6,2,88,1,0,1,1,0,50-59,Los Altos,CA
484,29,5,30,90095,3,1.0,2,0,0,0,0,0,0,20-29,Los Angeles,CA
485,25,1,113,95023,2,0.2,1,0,0,0,0,1,1,20-29,Hollister,CA
486,60,34,15,95014,1,0.8,2,0,0,0,0,1,0,60-69,Cupertino,CA
487,55,30,84,92173,2,3.7,1,304,0,1,0,1,0,50-59,San Ysidro,CA
488,39,13,88,94117,4,1.4,2,0,0,0,0,1,1,30-39,San Francisco,CA
489,37,13,43,94122,3,2.8,1,0,0,0,0,1,0,30-39,San Francisco,CA
490,53,28,43,91380,2,2.1,3,0,0,0,1,1,1,50-59,Santa Clarita,CA
491,34,10,90,94303,2,2.7,1,0,0,0,0,1,0,30-39,Palo Alto,CA
492,42,18,34,92115,4,0.3,1,104,0,1,0,1,0,40-49,San Diego,CA
493,60,36,38,94596,4,1.3,1,0,0,0,0,1,0,60-69,Walnut Creek,CA
494,50,24,173,94720,1,1.0,1,0,0,0,0,1,1,50-59,Berkeley,CA
495,41,17,160,92647,2,8.0,1,0,0,0,0,1,0,40-49,Huntington Beach,CA
496,25,0,44,94545,4,0.6,2,0,0,0,0,1,1,20-29,Hayward,CA
497,50,24,83,94301,2,0.4,3,0,0,0,0,1,0,50-59,Palo Alto,CA
498,48,22,94,90623,4,2.6,3,0,0,0,0,1,0,40-49,La Palma,CA
499,32,8,43,95023,1,2.1,3,0,0,0,0,0,1,30-39,Hollister,CA
500,50,25,42,93108,3,1.7,2,0,0,0,0,1,0,50-59,Santa Barbara,CA
501,59,33,34,92177,2,0.3,1,0,0,0,0,0,0,50-59,San Diego,CA
502,50,26,39,90640,3,1.9,2,0,0,0,0,1,0,50-59,Montebello,CA
503,44,19,70,92833,1,0.1,2,0,0,0,0,0,0,40-49,Fullerton,CA
504,31,5,39,94022,4,1.8,3,185,0,0,0,0,1,30-39,Los Altos,CA
505,40,10,44,94720,3,2.0,3,0,0,0,0,1,0,40-49,Berkeley,CA
506,36,12,69,94305,3,3.1,2,0,1,0,0,1,0,30-39,Stanford,CA
507,51,25,44,94608,3,0.9,3,0,0,0,0,0,0,50-59,Emeryville,CA
508,64,40,32,91380,3,0.1,3,0,0,0,0,1,0,60-69,Santa Clarita,CA
509,47,22,15,95521,2,0.7,3,0,0,0,0,0,0,40-49,Arcata,CA
510,52,28,118,90503,2,6.8,1,112,0,0,0,1,0,50-59,Torrance,CA
511,51,26,62,95136,1,1.3,2,221,0,0,0,1,0,50-59,San Jose,CA
512,31,5,82,94143,4,2.2,2,0,0,0,0,0,0,30-39,San Francisco,CA
513,39,14,54,95035,3,3.0,1,108,0,0,0,0,1,30-39,Milpitas,CA
514,30,6,48,94607,1,2.1,3,0,0,0,0,0,0,30-39,Oakland,CA
515,27,1,74,91730,3,0.3,3,0,0,0,0,1,0,20-29,Rancho Cucamonga,CA
516,41,16,113,92780,1,1.0,3,211,0,0,0,0,1,40-49,Tustin,CA
517,53,27,81,90009,3,1.7,2,0,0,0,0,0,0,50-59,Los Angeles,CA
518,54,27,43,92834,3,1.0,2,169,0,0,0,0,0,50-59,Fullerton,CA
519,28,4,34,92677,1,1.8,2,0,0,0,0,1,0,20-29,Laguna Niguel,CA
520,34,9,48,95616,1,2.5,3,105,0,0,0,1,0,30-39,Davis,CA
521,61,37,54,90024,4,1.2,2,129,0,0,0,1,1,60-69,Los Angeles,CA
522,48,24,75,92518,4,1.4,2,0,0,0,0,1,0,40-49,March Air Reserve Base,CA
523,36,11,72,91007,1,2.8,1,224,0,0,0,0,0,30-39,Arcadia,CA
524,56,31,39,93023,4,0.9,1,0,0,0,0,0,0,50-59,Ojai,CA
525,24,2,75,93014,4,0.2,1,0,0,0,0,1,0,20-29,Carpinteria,CA
526,64,38,79,94024,2,2.8,1,179,0,0,0,0,0,60-69,Los Altos,CA
527,26,2,205,93106,1,6.33,1,271,0,0,0,0,1,20-29,Santa Barbara,CA
528,33,8,65,90027,2,0.1,1,89,0,0,0,1,0,30-39,Los Angeles,CA
529,64,39,122,90089,4,0.2,1,378,1,0,0,1,0,60-69,Los Angeles,CA
530,39,15,82,95207,1,0.8,2,0,0,0,0,1,0,30-39,Stockton,CA
531,54,30,21,91706,2,0.2,1,0,0,0,0,0,1,50-59,Baldwin Park,CA
532,32,6,50,90401,4,2.1,3,0,0,1,1,1,1,30-39,Santa Monica,CA
533,62,37,39,94305,2,2.8,1,113,0,0,1,1,1,60-69,Stanford,CA
534,27,2,101,92807,1,1.9,1,0,0,0,0,0,0,20-29,Anaheim,CA
535,53,28,41,93117,2,0.6,3,0,0,1,0,0,0,50-59,Goleta,CA
536,51,25,132,94143,1,0.3,1,0,0,0,0,1,0,50-59,San Francisco,CA
537,25,2,43,92173,3,2.4,2,176,0,0,0,1,0,20-29,San Ysidro,CA
538,44,20,131,90717,1,4.9,3,0,1,0,0,1,0,40-49,Lomita,CA
539,31,5,11,94534,1,0.4,2,76,0,0,0,0,1,30-39,Fairfield,CA
540,57,32,21,94720,1,0.3,3,117,0,0,0,0,0,50-59,Berkeley,CA
541,25,2,109,94010,4,2.3,3,314,0,0,0,1,0,20-29,Burlingame,CA
542,30,6,141,95014,2,4.33,1,0,0,0,0,0,0,30-39,Cupertino,CA
543,40,14,81,94709,3,0.1,1,0,0,0,0,1,0,40-49,Berkeley,CA
544,63,38,54,94704,3,2.4,1,90,0,0,0,0,1,60-69,Berkeley,CA
545,35,10,164,91614,2,7.8,1,0,0,0,0,1,0,30-39,Studio City,CA
546,43,19,28,94303,4,0.3,1,87,0,0,0,0,0,40-49,Palo Alto,CA
547,27,2,68,94025,3,2.6,3,203,0,1,0,0,0,20-29,Menlo Park,CA
548,44,14,44,94132,3,2.0,3,180,0,1,1,1,1,40-49,San Francisco,CA
549,49,23,61,94117,1,1.4,3,0,0,0,0,1,1,40-49,San Francisco,CA
550,61,36,35,94110,3,1.3,2,0,0,0,0,0,1,60-69,San Francisco,CA
551,60,34,54,94301,3,0.3,2,0,0,0,0,1,1,60-69,Palo Alto,CA
552,59,34,14,93118,1,0.1,1,0,0,0,0,1,1,50-59,Goleta,CA
553,28,3,52,90024,4,2.2,1,230,0,0,0,1,0,20-29,Los Angeles,CA
554,52,28,101,91330,2,0.3,1,0,0,0,0,0,0,50-59,Northridge,CA
555,28,2,149,94720,2,7.2,1,0,0,0,0,1,0,20-29,Berkeley,CA
556,34,8,35,92037,4,0.8,1,137,0,0,1,1,1,30-39,La Jolla,CA
557,60,34,21,93105,3,0.3,3,129,0,0,0,1,0,60-69,Santa Barbara,CA
558,39,15,118,95039,2,1.9,1,0,0,0,0,0,1,30-39,Moss Landing,CA
559,30,5,38,95064,4,2.0,2,0,0,1,0,0,0,30-39,Santa Cruz,CA
560,49,25,24,95818,4,0.2,1,138,0,0,0,1,0,40-49,Sacramento,CA
561,43,18,59,93943,1,3.7,3,0,0,0,0,1,0,40-49,Monterey,CA
562,63,33,41,94234,4,1.67,3,0,0,0,0,1,0,60-69,Sacramento,CA
563,28,3,85,94035,1,0.8,2,0,0,0,0,1,1,20-29,Mountain View,CA
564,51,27,12,94608,4,1.0,1,0,0,0,0,1,0,50-59,Emeryville,CA
565,33,7,32,94904,1,0.6,3,152,0,0,0,0,0,30-39,Greenbrae,CA
566,55,29,79,90210,3,0.8,1,0,0,0,0,1,0,50-59,Beverly Hills,CA
567,53,28,175,95060,3,3.6,3,0,1,0,1,1,1,50-59,Santa Cruz,CA
568,34,8,28,95112,3,0.9,1,0,0,0,0,0,0,30-39,San Jose,CA
569,34,9,41,92101,2,0.1,1,161,0,0,0,1,1,30-39,San Diego,CA
570,40,14,70,95136,3,2.1,1,185,0,0,0,0,0,40-49,San Jose,CA
571,49,25,161,94928,3,6.5,2,485,1,1,1,0,0,40-49,Rohnert Park,CA
572,35,9,53,94143,4,2.2,2,0,0,0,0,1,0,30-39,San Francisco,CA
573,39,15,128,92333,1,3.4,1,0,0,0,0,0,0,30-39,Fawnskin,CA
574,55,28,50,95020,3,1.0,2,0,0,0,0,1,1,50-59,Gilroy,CA
575,29,5,80,94709,2,2.0,2,0,0,0,0,1,1,20-29,Berkeley,CA
576,54,30,93,91107,1,2.7,2,0,0,0,0,1,0,50-59,Pasadena,CA
577,25,2,48,92870,3,0.3,3,0,0,0,0,0,1,20-29,Placentia,CA
578,52,28,149,94043,2,6.8,1,0,0,0,0,1,0,50-59,Mountain View,CA
579,46,19,49,92124,3,2.5,2,0,0,0,0,1,1,40-49,San Diego,CA
580,57,33,88,93524,1,2.7,2,0,0,0,0,1,0,50-59,Edwards,CA
581,52,22,22,90049,4,0.4,3,0,0,0,0,1,1,50-59,Los Angeles,CA
582,28,3,55,94521,4,2.2,1,0,0,0,0,1,1,20-29,Concord,CA
583,44,18,72,95678,1,0.7,3,155,0,0,0,0,0,40-49,Roseville,CA
584,24,2,38,95045,2,1.7,2,0,0,0,0,1,0,20-29,San Juan Bautista,CA
585,40,16,114,91604,1,3.4,1,300,0,0,0,1,0,40-49,Studio City,CA
586,34,4,83,92653,4,4.0,3,0,0,0,0,1,0,30-39,Laguna Hills,CA
587,39,14,101,94305,2,0.4,1,0,0,0,0,1,1,30-39,Stanford,CA
588,50,24,94,93305,1,4.9,1,272,0,0,0,1,0,50-59,Bakersfield,CA
589,41,17,40,93117,2,2.5,1,0,0,0,1,1,1,40-49,Goleta,CA
590,31,7,128,92821,1,6.0,1,0,0,0,0,0,0,30-39,Brea,CA
591,29,3,39,94612,4,2.1,3,0,0,0,0,1,0,20-29,Oakland,CA
592,30,5,51,92037,1,1.0,1,0,0,0,0,1,0,30-39,La Jolla,CA
593,44,20,79,95051,4,2.0,3,0,0,1,1,1,1,40-49,Santa Clara,CA
594,33,7,48,90025,4,2.2,2,0,0,0,0,1,0,30-39,Los Angeles,CA
595,50,26,85,94143,1,0.0,1,144,0,0,0,0,0,50-59,San Francisco,CA
596,42,18,41,92121,1,1.8,1,94,0,0,0,1,0,40-49,San Diego,CA
597,48,22,152,94022,1,3.5,3,0,1,0,0,1,0,40-49,Los Altos,CA
598,24,2,125,92835,2,7.2,1,0,0,1,0,0,1,20-29,Fullerton,CA
599,56,31,11,92374,2,0.2,3,90,0,0,0,0,0,50-59,Redlands,CA
600,28,4,103,94720,2,2.5,1,0,0,0,0,1,1,20-29,Berkeley,CA
601,56,30,141,94143,2,0.5,1,0,0,0,0,1,0,50-59,San Francisco,CA
602,58,32,38,91320,1,1.4,1,0,0,0,0,1,1,50-59,Newbury Park,CA
603,29,5,135,95035,2,0.6,1,0,0,0,0,0,0,20-29,Milpitas,CA
604,63,38,28,94720,2,0.5,2,89,0,0,0,1,0,60-69,Berkeley,CA
605,28,3,70,90245,4,2.2,1,240,0,0,0,0,1,20-29,El Segundo,CA
606,57,31,41,91330,1,0.2,1,0,0,0,0,1,1,50-59,Northridge,CA
607,34,8,81,91741,3,0.9,2,208,0,0,0,1,0,30-39,Glendora,CA
608,28,3,170,95014,1,0.1,3,0,1,0,0,0,0,20-29,Cupertino,CA
609,27,2,55,91910,4,1.7,2,0,0,0,0,1,0,20-29,Chula Vista,CA
610,37,11,24,91770,4,1.5,3,0,0,0,0,0,0,30-39,Rosemead,CA
611,52,28,81,94132,3,1.8,2,275,0,0,0,0,0,50-59,San Francisco,CA
612,49,23,32,94701,4,1.8,1,83,0,0,0,0,0,40-49,Berkeley,CA
613,65,40,129,90095,1,1.3,1,0,0,0,0,1,1,60-69,Los Angeles,CA
614,60,35,108,94904,1,0.9,1,0,0,1,0,0,0,60-69,Greenbrae,CA
615,37,12,180,90034,1,8.6,1,0,0,0,0,1,1,30-39,Los Angeles,CA
616,63,37,139,93943,2,6.9,1,0,0,0,0,0,0,60-69,Monterey,CA
617,40,14,33,94025,2,1.4,3,0,0,0,0,1,1,40-49,Menlo Park,CA
618,46,20,74,94024,4,2.6,3,0,0,0,0,1,0,40-49,Los Altos,CA
619,63,37,42,91320,2,0.7,3,115,0,0,0,1,0,60-69,Newbury Park,CA
620,57,27,73,93106,1,3.0,3,0,0,0,0,0,0,50-59,Santa Barbara,CA
621,33,8,115,91129,4,2.9,2,0,1,0,0,1,0,30-39,Pasadena,CA
622,41,17,114,91125,2,1.8,2,0,0,0,0,1,0,40-49,Pasadena,CA
623,41,17,92,93555,2,1.9,1,131,0,0,0,1,0,40-49,Ridgecrest,CA
624,44,19,34,95616,1,0.3,3,78,0,0,0,1,0,40-49,Davis,CA
625,33,6,54,92821,2,1.67,2,122,0,0,0,1,0,30-39,Brea,CA
626,52,28,64,95605,2,1.0,3,211,0,0,0,1,0,50-59,West Sacramento,CA
627,30,6,42,94305,1,0.2,3,100,0,0,0,0,1,30-39,Stanford,CA
